학년,출판사(저자),교육과정,레슨,단어,뜻,예문,예문 해석,영영풀이
초6,천재(함),2015,8,answer,,,,
초6,천재(함),2015,8,arm-wrestling,,,,
초6,천재(함),2015,8,believe,,,,
초6,천재(함),2015,8,deer,,,,
초6,천재(함),2015,8,different,,,,
초6,천재(함),2015,8,give,,,,
초6,천재(함),2015,8,heavy,,,,
초6,천재(함),2015,8,race,,,,
초6,천재(함),2015,8,same,,,,
초6,천재(함),2015,8,strong,,,,
초6,천재(함),2015,8,than,,,,
초6,천재(함),2015,8,which,,,,
초6,천재(함),2015,8,win,,,,
초6,천재(함),2015,9,any,,,,
초6,천재(함),2015,9,back,,,,
초6,천재(함),2015,9,boring,,,,
초6,천재(함),2015,9,chat,,,,
초6,천재(함),2015,9,cheap,,,,
초6,천재(함),2015,9,difficult,,,,
초6,천재(함),2015,9,easy,,,,
초6,천재(함),2015,9,expensive,,,,
초6,천재(함),2015,9,interesting,,,,
초6,천재(함),2015,9,present,,,,
초6,천재(함),2015,9,smart,,,,
초6,천재(함),2015,9,talk,,,,
초6,천재(함),2015,9,think,,,,
초6,천재(함),2015,10,build,,,,
초6,천재(함),2015,10,clock,,,,
초6,천재(함),2015,10,invent,,,,
초6,천재(함),2015,10,king,,,,
초6,천재(함),2015,10,sundial,,,,
초6,천재(함),2015,10,tower,,,,
초6,천재(함),2015,10,ugly,,,,
초6,천재(함),2015,10,world,,,,
초6,천재(함),2015,10,young,,,,
초6,천재(함),2015,11,all,,,,
초6,천재(함),2015,11,bookstore,,,,
초6,천재(함),2015,11,earth,,,,
초6,천재(함),2015,11,floor,,,,
초6,천재(함),2015,11,light,,,,
초6,천재(함),2015,11,off,,,,
초6,천재(함),2015,11,recycle,,,,
초6,천재(함),2015,11,save,,,,
초6,천재(함),2015,11,should,,,,
초6,천재(함),2015,11,shower,,,,
초6,천재(함),2015,11,stairs,,,,
초6,천재(함),2015,11,way,,,,
초3,천재(김),2022,1,be,,,,
초3,천재(김),2022,1,bye,,,,
초3,천재(김),2022,1,hello (hi),,,,
초3,천재(김),2022,1,I,,,,
초3,천재(김),2022,2,a,,,,
초3,천재(김),2022,2,bag,,,,
초3,천재(김),2022,2,book,,,,
초3,천재(김),2022,2,chant,,,,
초3,천재(김),2022,2,cup,,,,
초3,천재(김),2022,2,go,,,,
초3,천재(김),2022,2,hat,,,,
초3,천재(김),2022,2,it,,,,
초3,천재(김),2022,2,let,,,,
초3,천재(김),2022,2,look,,,,
초3,천재(김),2022,2,pen,,,,
초3,천재(김),2022,2,pig,,,,
초3,천재(김),2022,2,ready,,,,
초3,천재(김),2022,2,robot,,,,
초3,천재(김),2022,2,that,,,,
초3,천재(김),2022,2,this,,,,
초3,천재(김),2022,2,what,,,,
초3,천재(김),2022,3,box,,,,
초3,천재(김),2022,3,close,,,,
초3,천재(김),2022,3,come,,,,
초3,천재(김),2022,3,door,,,,
초3,천재(김),2022,3,down,,,,
초3,천재(김),2022,3,game,,,,
초3,천재(김),2022,3,here,,,,
초3,천재(김),2022,3,okay,,,,
초3,천재(김),2022,3,one,,,,
초3,천재(김),2022,3,open,,,,
초3,천재(김),2022,3,please,,,,
초3,천재(김),2022,3,sit,,,,
초3,천재(김),2022,3,sorry,,,,
초3,천재(김),2022,3,stand,,,,
초3,천재(김),2022,3,the,,,,
초3,천재(김),2022,3,three,,,,
초3,천재(김),2022,3,two,,,,
초3,천재(김),2022,3,up,,,,
초3,천재(김),2022,4,apple,,,,
초3,천재(김),2022,4,carrot,,,,
초3,천재(김),2022,4,dad,,,,
초3,천재(김),2022,4,dog,,,,
초3,천재(김),2022,4,eight,,,,
초3,천재(김),2022,4,five,,,,
초3,천재(김),2022,4,four,,,,
초3,천재(김),2022,4,good,,,,
초3,천재(김),2022,4,how,,,,
초3,천재(김),2022,4,lemon,,,,
초3,천재(김),2022,4,many,,,,
초3,천재(김),2022,4,melon,,,,
초3,천재(김),2022,4,nine,,,,
초3,천재(김),2022,4,orange,,,,
초3,천재(김),2022,4,seven,,,,
초3,천재(김),2022,4,six,,,,
초3,천재(김),2022,4,ten,,,,
초3,천재(김),2022,4,tomato,,,,
초3,천재(김),2022,5,bread,,,,
초3,천재(김),2022,5,cake,,,,
초3,천재(김),2022,5,cheese,,,,
초3,천재(김),2022,5,chicken,,,,
초3,천재(김),2022,5,do,,,,
초3,천재(김),2022,5,fan,,,,
초3,천재(김),2022,5,fish,,,,
초3,천재(김),2022,5,like,,,,
초3,천재(김),2022,5,no,,,,
초3,천재(김),2022,5,not,,,,
초3,천재(김),2022,5,pizza,,,,
초3,천재(김),2022,5,salad,,,,
초3,천재(김),2022,5,steak,,,,
초3,천재(김),2022,5,van,,,,
초3,천재(김),2022,5,vest,,,,
초3,천재(김),2022,5,yes,,,,
초3,천재(김),2022,5,you,,,,
초3,천재(김),2022,6,and,,,,
초3,천재(김),2022,6,at,,,,
초3,천재(김),2022,6,black,,,,
초3,천재(김),2022,6,blue,,,,
초3,천재(김),2022,6,color,,,,
초3,천재(김),2022,6,cool,,,,
초3,천재(김),2022,6,green,,,,
초3,천재(김),2022,6,lion,,,,
초3,천재(김),2022,6,red,,,,
초3,천재(김),2022,6,thank,,,,
초3,천재(김),2022,6,welcome,,,,
초3,천재(김),2022,6,white,,,,
초3,천재(김),2022,6,yellow,,,,
초3,천재(김),2022,7,bear,,,,
초3,천재(김),2022,7,big,,,,
초3,천재(김),2022,7,bird,,,,
초3,천재(김),2022,7,cat,,,,
초3,천재(김),2022,7,cute,,,,
초3,천재(김),2022,7,fox,,,,
초3,천재(김),2022,7,small,,,,
초3,천재(김),2022,7,zebra,,,,
초3,천재(김),2022,7,zoo,,,,
초3,천재(김),2022,8,crayon,,,,
초3,천재(김),2022,8,eraser,,,,
초3,천재(김),2022,8,glue stick,,,,
초3,천재(김),2022,8,have,,,,
초3,천재(김),2022,8,mom,,,,
초3,천재(김),2022,8,notebook,,,,
초3,천재(김),2022,8,now,,,,
초3,천재(김),2022,8,pencil,,,,
초3,천재(김),2022,8,ruler,,,,
초3,천재(김),2022,9,can,,,,
초3,천재(김),2022,9,dance,,,,
초3,천재(김),2022,9,hot,,,,
초3,천재(김),2022,9,jam,,,,
초3,천재(김),2022,9,jump,,,,
초3,천재(김),2022,9,run,,,,
초3,천재(김),2022,9,shark,,,,
초3,천재(김),2022,9,sing,,,,
초3,천재(김),2022,9,skate,,,,
초3,천재(김),2022,9,swim,,,,
초3,천재(김),2022,9,ticket,,,,
초3,천재(김),2022,9,too,,,,
초3,천재(김),2022,10,brother,,,,
초3,천재(김),2022,10,grandpa,,,,
초3,천재(김),2022,10,grandma,,,,
초3,천재(김),2022,10,he,,,,
초3,천재(김),2022,10,king,,,,
초3,천재(김),2022,10,kite,,,,
초3,천재(김),2022,10,queen,,,,
초3,천재(김),2022,10,quiz,,,,
초3,천재(김),2022,10,she,,,,
초3,천재(김),2022,10,sister,,,,
초3,천재(김),2022,10,strong,,,,
초3,천재(김),2022,10,tall,,,,
초3,천재(김),2022,10,who,,,,
초3,천재(김),2022,11,cap,,,,
초3,천재(김),2022,11,cloudy,,,,
초3,천재(김),2022,11,cold,,,,
초3,천재(김),2022,11,outside,,,,
초3,천재(김),2022,11,raining,,,,
초3,천재(김),2022,11,snowing,,,,
초3,천재(김),2022,11,sunny,,,,
초3,천재(김),2022,11,there,,,,
초3,천재(김),2022,11,umbrella,,,,
초3,천재(김),2022,11,water,,,,
초3,천재(김),2022,11,weather,,,,
초3,천재(김),2022,11,windy,,,,
초4,천재(김),2022,1,afternoon,,,,
초4,천재(김),2022,1,bag,,,,
초4,천재(김),2022,1,evening,,,,
초4,천재(김),2022,1,everyone,,,,
초4,천재(김),2022,1,friend,,,,
초4,천재(김),2022,1,meet,,,,
초4,천재(김),2022,1,morning,,,,
초4,천재(김),2022,1,name,,,,
초4,천재(김),2022,1,new,,,,
초4,천재(김),2022,1,night,,,,
초4,천재(김),2022,1,to,,,,
초4,천재(김),2022,1,we,,,,
초4,천재(김),2022,2,again,,,,
초4,천재(김),2022,2,angry,,,,
초4,천재(김),2022,2,happy,,,,
초4,천재(김),2022,2,sad,,,,
초4,천재(김),2022,2,sleepy,,,,
초4,천재(김),2022,2,some,,,,
초4,천재(김),2022,2,thirsty,,,,
초4,천재(김),2022,2,tired,,,,
초4,천재(김),2022,2,try,,,,
초4,천재(김),2022,2,water,,,,
초4,천재(김),2022,3,careful,,,,
초4,천재(김),2022,3,drink,,,,
초4,천재(김),2022,3,eat,,,,
초4,천재(김),2022,3,enter,,,,
초4,천재(김),2022,3,house,,,,
초4,천재(김),2022,3,kick,,,,
초4,천재(김),2022,3,line,,,,
초4,천재(김),2022,3,love,,,,
초4,천재(김),2022,3,over,,,,
초4,천재(김),2022,3,push,,,,
초4,천재(김),2022,3,talk,,,,
초4,천재(김),2022,3,welcome,,,,
초4,천재(김),2022,4,bad,,,,
초4,천재(김),2022,4,badminton,,,,
초4,천재(김),2022,4,baseball,,,,
초4,천재(김),2022,4,basketball,,,,
초4,천재(김),2022,4,busy,,,,
초4,천재(김),2022,4,let,,,,
초4,천재(김),2022,4,pass,,,,
초4,천재(김),2022,4,play,,,,
초4,천재(김),2022,4,sick,,,,
초4,천재(김),2022,4,soccer,,,,
초4,천재(김),2022,4,sound,,,,
초4,천재(김),2022,4,tennis,,,,
초4,천재(김),2022,5,bread,,,,
초4,천재(김),2022,5,cream,,,,
초4,천재(김),2022,5,help,,,,
초4,천재(김),2022,5,hot,,,,
초4,천재(김),2022,5,ice,,,,
초4,천재(김),2022,5,milk,,,,
초4,천재(김),2022,5,much,,,,
초4,천재(김),2022,5,noodles,,,,
초4,천재(김),2022,5,salad,,,,
초4,천재(김),2022,5,soup,,,,
초4,천재(김),2022,5,want,,,,
초4,천재(김),2022,6,bed,,,,
초4,천재(김),2022,6,box,,,,
초4,천재(김),2022,6,bus,,,,
초4,천재(김),2022,6,chair,,,,
초4,천재(김),2022,6,desk,,,,
초4,천재(김),2022,6,fan,,,,
초4,천재(김),2022,6,know,,,,
초4,천재(김),2022,6,table,,,,
초4,천재(김),2022,6,under,,,,
초4,천재(김),2022,6,where,,,,
초4,천재(김),2022,7,art,,,,
초4,천재(김),2022,7,birthday,,,,
초4,천재(김),2022,7,class,,,,
초4,천재(김),2022,7,computer,,,,
초4,천재(김),2022,7,cook,,,,
초4,천재(김),2022,7,day,,,,
초4,천재(김),2022,7,hike,,,,
초4,천재(김),2022,7,lunch,,,,
초4,천재(김),2022,7,party,,,,
초4,천재(김),2022,7,today,,,,
초4,천재(김),2022,7,wait,,,,
초4,천재(김),2022,8,car,,,,
초4,천재(김),2022,8,case,,,,
초4,천재(김),2022,8,comic,,,,
초4,천재(김),2022,8,hundred,,,,
초4,천재(김),2022,8,idea,,,,
초4,천재(김),2022,8,skirt,,,,
초4,천재(김),2022,8,take,,,,
초4,천재(김),2022,8,thousand,,,,
초4,천재(김),2022,8,toy,,,,
초4,천재(김),2022,8,will,,,,
초4,천재(김),2022,9,bottle,,,,
초4,천재(김),2022,9,brown,,,,
초4,천재(김),2022,9,clean,,,,
초4,천재(김),2022,9,find,,,,
초4,천재(김),2022,9,gray,,,,
초4,천재(김),2022,9,notebook,,,,
초4,천재(김),2022,9,park,,,,
초4,천재(김),2022,9,shoe,,,,
초4,천재(김),2022,9,so,,,,
초4,천재(김),2022,9,umbrella,,,,
초4,천재(김),2022,9,watch,,,,
초4,천재(김),2022,10,breakfast,,,,
초4,천재(김),2022,10,dinner,,,,
초4,천재(김),2022,10,eleven,,,,
초4,천재(김),2022,10,fun,,,,
초4,천재(김),2022,10,movie,,,,
초4,천재(김),2022,10,music,,,,
초4,천재(김),2022,10,school,,,,
초4,천재(김),2022,10,thirty,,,,
초4,천재(김),2022,10,time,,,,
초4,천재(김),2022,10,twelve,,,,
초4,천재(김),2022,10,twenty,,,,
초4,천재(김),2022,11,cookie,,,,
초4,천재(김),2022,11,draw,,,,
초4,천재(김),2022,11,homework,,,,
초4,천재(김),2022,11,make,,,,
초4,천재(김),2022,11,picture,,,,
초4,천재(김),2022,11,read,,,,
초4,천재(김),2022,11,smell,,,,
초4,천재(김),2022,11,sure,,,,
초4,천재(김),2022,12,cool,,,,
초4,천재(김),2022,12,doctor,,,,
초4,천재(김),2022,12,model,,,,
초4,천재(김),2022,12,nurse,,,,
초4,천재(김),2022,12,painter,,,,
초4,천재(김),2022,12,pilot,,,,
초4,천재(김),2022,12,teacher,,,,
초4,천재(김),2022,12,uncle,,,,
초4,천재(김),2022,12,writer,,,,
초3,천재(이),2022,1,alphabet,,,,
초3,천재(이),2022,1,am,,,,
초3,천재(이),2022,1,big,,,,
초3,천재(이),2022,1,goodbye,,,,
초3,천재(이),2022,1,hello,,,,
초3,천재(이),2022,1,I,,,,
초3,천재(이),2022,1,meet,,,,
초3,천재(이),2022,1,nice,,,,
초3,천재(이),2022,1,sing,,,,
초3,천재(이),2022,1,small,,,,
초3,천재(이),2022,1,to,,,,
초3,천재(이),2022,1,too,,,,
초3,천재(이),2022,1,you,,,,
초3,천재(이),2022,2,a,,,,
초3,천재(이),2022,2,apple,,,,
초3,천재(이),2022,2,bag,,,,
초3,천재(이),2022,2,candy,,,,
초3,천재(이),2022,2,cup,,,,
초3,천재(이),2022,2,doll,,,,
초3,천재(이),2022,2,egg,,,,
초3,천재(이),2022,2,hat,,,,
초3,천재(이),2022,2,it,,,,
초3,천재(이),2022,2,look,,,,
초3,천재(이),2022,2,pen,,,,
초3,천재(이),2022,2,that,,,,
초3,천재(이),2022,2,this,,,,
초3,천재(이),2022,2,what,,,,
초3,천재(이),2022,2,yes,,,,
초3,천재(이),2022,3,close,,,,
초3,천재(이),2022,3,come,,,,
초3,천재(이),2022,3,door,,,,
초3,천재(이),2022,3,down,,,,
초3,천재(이),2022,3,eye,,,,
초3,천재(이),2022,3,five,,,,
초3,천재(이),2022,3,good,,,,
초3,천재(이),2022,3,grandma,,,,
초3,천재(이),2022,3,great,,,,
초3,천재(이),2022,3,here,,,,
초3,천재(이),2022,3,igloo,,,,
초3,천재(이),2022,3,jump,,,,
초3,천재(이),2022,3,okay,,,,
초3,천재(이),2022,3,open,,,,
초3,천재(이),2022,3,please,,,,
초3,천재(이),2022,3,sit,,,,
초3,천재(이),2022,3,stand,,,,
초3,천재(이),2022,3,the,,,,
초3,천재(이),2022,3,up,,,,
초3,천재(이),2022,4,banana,,,,
초3,천재(이),2022,4,bean,,,,
초3,천재(이),2022,4,box,,,,
초3,천재(이),2022,4,carrot,,,,
초3,천재(이),2022,4,do,,,,
초3,천재(이),2022,4,kiwi,,,,
초3,천재(이),2022,4,like,,,,
초3,천재(이),2022,4,monkey,,,,
초3,천재(이),2022,4,nine,,,,
초3,천재(이),2022,4,no,,,,
초3,천재(이),2022,4,not,,,,
초3,천재(이),2022,4,orange,,,,
초3,천재(이),2022,4,tomato,,,,
초3,천재(이),2022,5,cat,,,,
초3,천재(이),2022,5,dog,,,,
초3,천재(이),2022,5,eight,,,,
초3,천재(이),2022,5,elephant,,,,
초3,천재(이),2022,5,four,,,,
초3,천재(이),2022,5,how,,,,
초3,천재(이),2022,5,many,,,,
초3,천재(이),2022,5,one,,,,
초3,천재(이),2022,5,pig,,,,
초3,천재(이),2022,5,queen,,,,
초3,천재(이),2022,5,rabbit,,,,
초3,천재(이),2022,5,seven,,,,
초3,천재(이),2022,5,six,,,,
초3,천재(이),2022,5,ten,,,,
초3,천재(이),2022,5,they,,,,
초3,천재(이),2022,5,three,,,,
초3,천재(이),2022,5,two,,,,
초3,천재(이),2022,6,can,,,,
초3,천재(이),2022,6,climb,,,,
초3,천재(이),2022,6,fly,,,,
초3,천재(이),2022,6,mom,,,,
초3,천재(이),2022,6,run,,,,
초3,천재(이),2022,6,swim,,,,
초3,천재(이),2022,6,violin,,,,
초3,천재(이),2022,6,walk,,,,
초3,천재(이),2022,6,yellow,,,,
초3,천재(이),2022,6,zoo,,,,
초3,천재(이),2022,7,book,,,,
초3,천재(이),2022,7,camera,,,,
초3,천재(이),2022,7,coat,,,,
초3,천재(이),2022,7,eraser,,,,
초3,천재(이),2022,7,glue,,,,
초3,천재(이),2022,7,have,,,,
초3,천재(이),2022,7,lemon,,,,
초3,천재(이),2022,7,notebook,,,,
초3,천재(이),2022,7,pencil,,,,
초3,천재(이),2022,7,scissors,,,,
초3,천재(이),2022,7,stick,,,,
초3,천재(이),2022,7,toy,,,,
초3,천재(이),2022,8,go,,,,
초3,천재(이),2022,8,happy,,,,
초3,천재(이),2022,8,hungry,,,,
초3,천재(이),2022,8,now,,,,
초3,천재(이),2022,8,sad,,,,
초3,천재(이),2022,8,sorry,,,,
초3,천재(이),2022,8,thirsty,,,,
초3,천재(이),2022,8,tired,,,,
초3,천재(이),2022,8,very,,,,
초3,천재(이),2022,9,bike,,,,
초3,천재(이),2022,9,black,,,,
초3,천재(이),2022,9,blue,,,,
초3,천재(이),2022,9,color,,,,
초3,천재(이),2022,9,green,,,,
초3,천재(이),2022,9,new,,,,
초3,천재(이),2022,9,paint,,,,
초3,천재(이),2022,9,pink,,,,
초3,천재(이),2022,9,red,,,,
초3,천재(이),2022,9,thank,,,,
초3,천재(이),2022,9,tiger,,,,
초3,천재(이),2022,9,welcome,,,,
초3,천재(이),2022,9,white,,,,
초3,천재(이),2022,10,brother,,,,
초3,천재(이),2022,10,cool,,,,
초3,천재(이),2022,10,dad,,,,
초3,천재(이),2022,10,frog,,,,
초3,천재(이),2022,10,he,,,,
초3,천재(이),2022,10,she,,,,
초3,천재(이),2022,10,sister,,,,
초3,천재(이),2022,10,strong,,,,
초3,천재(이),2022,10,tall,,,,
초3,천재(이),2022,10,who,,,,
초3,천재(이),2022,11,cloudy,,,,
초3,천재(이),2022,11,cold,,,,
초3,천재(이),2022,11,let,,,,
초3,천재(이),2022,11,out,,,,
초3,천재(이),2022,11,play,,,,
초3,천재(이),2022,11,raining,,,,
초3,천재(이),2022,11,snowing,,,,
초3,천재(이),2022,11,sunny,,,,
초3,천재(이),2022,11,there,,,,
초3,천재(이),2022,11,we,,,,
초3,천재(이),2022,11,weather,,,,
초3,천재(이),2022,11,windy,,,,
초4,천재(이),2022,1,afternoon,,,,
초4,천재(이),2022,1,ball,,,,
초4,천재(이),2022,1,catch,,,,
초4,천재(이),2022,1,evening,,,,
초4,천재(이),2022,1,friend,,,,
초4,천재(이),2022,1,in,,,,
초4,천재(이),2022,1,morning,,,,
초4,천재(이),2022,1,name,,,,
초4,천재(이),2022,1,together,,,,
초4,천재(이),2022,2,at,,,,
초4,천재(이),2022,2,butterfly,,,,
초4,천재(이),2022,2,careful,,,,
초4,천재(이),2022,2,chair,,,,
초4,천재(이),2022,2,eat,,,,
초4,천재(이),2022,2,enter,,,,
초4,천재(이),2022,2,fish,,,,
초4,천재(이),2022,2,lion,,,,
초4,천재(이),2022,2,push,,,,
초4,천재(이),2022,2,ship,,,,
초4,천재(이),2022,2,talk,,,,
초4,천재(이),2022,2,touch,,,,
초4,천재(이),2022,3,and,,,,
초4,천재(이),2022,3,bread,,,,
초4,천재(이),2022,3,cake,,,,
초4,천재(이),2022,3,chicken,,,,
초4,천재(이),2022,3,hot,,,,
초4,천재(이),2022,3,juice,,,,
초4,천재(이),2022,3,milk,,,,
초4,천재(이),2022,3,night,,,,
초4,천재(이),2022,3,noodles,,,,
초4,천재(이),2022,3,pizza,,,,
초4,천재(이),2022,3,rice,,,,
초4,천재(이),2022,3,some,,,,
초4,천재(이),2022,3,spaghetti,,,,
초4,천재(이),2022,3,want,,,,
초4,천재(이),2022,4,bat,,,,
초4,천재(이),2022,4,bed,,,,
초4,천재(이),2022,4,desk,,,,
초4,천재(이),2022,4,find,,,,
초4,천재(이),2022,4,fun,,,,
초4,천재(이),2022,4,on,,,,
초4,천재(이),2022,4,phone,,,,
초4,천재(이),2022,4,photo,,,,
초4,천재(이),2022,4,robot,,,,
초4,천재(이),2022,4,scarf,,,,
초4,천재(이),2022,4,table,,,,
초4,천재(이),2022,4,under,,,,
초4,천재(이),2022,4,where,,,,
초4,천재(이),2022,5,bank,,,,
초4,천재(이),2022,5,brown,,,,
초4,천재(이),2022,5,cap,,,,
초4,천재(이),2022,5,glove,,,,
초4,천재(이),2022,5,shoe,,,,
초4,천재(이),2022,5,think,,,,
초4,천재(이),2022,5,umbrella,,,,
초4,천재(이),2022,5,watch,,,,
초4,천재(이),2022,6,breakfast,,,,
초4,천재(이),2022,6,clean,,,,
초4,천재(이),2022,6,clock,,,,
초4,천재(이),2022,6,dinner,,,,
초4,천재(이),2022,6,eleven,,,,
초4,천재(이),2022,6,for,,,,
초4,천재(이),2022,6,help,,,,
초4,천재(이),2022,6,late,,,,
초4,천재(이),2022,6,lunch,,,,
초4,천재(이),2022,6,school,,,,
초4,천재(이),2022,6,so,,,,
초4,천재(이),2022,6,thirty,,,,
초4,천재(이),2022,6,time,,,,
초4,천재(이),2022,6,twelve,,,,
초4,천재(이),2022,6,twenty,,,,
초4,천재(이),2022,6,wake,,,,
초4,천재(이),2022,7,cook,,,,
초4,천재(이),2022,7,doctor,,,,
초4,천재(이),2022,7,drone,,,,
초4,천재(이),2022,7,farmer,,,,
초4,천재(이),2022,7,fire,,,,
초4,천재(이),2022,7,firefighter,,,,
초4,천재(이),2022,7,pilot,,,,
초4,천재(이),2022,7,tent,,,,
초4,천재(이),2022,8,brush,,,,
초4,천재(이),2022,8,car,,,,
초4,천재(이),2022,8,case,,,,
초4,천재(이),2022,8,cheap,,,,
초4,천재(이),2022,8,hundred,,,,
초4,천재(이),2022,8,much,,,,
초4,천재(이),2022,8,old,,,,
초4,천재(이),2022,8,pretty,,,,
초4,천재(이),2022,8,rope,,,,
초4,천재(이),2022,8,thousand,,,,
초4,천재(이),2022,9,art,,,,
초4,천재(이),2022,9,class,,,,
초4,천재(이),2022,9,day,,,,
초4,천재(이),2022,9,home,,,,
초4,천재(이),2022,9,sure,,,,
초4,천재(이),2022,9,today,,,,
초4,천재(이),2022,10,beautiful,,,,
초4,천재(이),2022,10,cute,,,,
초4,천재(이),2022,10,excuse,,,,
초4,천재(이),2022,10,house,,,,
초4,천재(이),2022,10,sweet,,,,
초4,천재(이),2022,10,year,,,,
초4,천재(이),2022,11,dance,,,,
초4,천재(이),2022,11,draw,,,,
초4,천재(이),2022,11,drink,,,,
초4,천재(이),2022,11,homework,,,,
초4,천재(이),2022,11,make,,,,
초4,천재(이),2022,11,music,,,,
초4,천재(이),2022,11,picture,,,,
초4,천재(이),2022,11,quiet,,,,
초4,천재(이),2022,11,water,,,,
초3,천재(함),2022,1,apple,,,,
초3,천재(함),2022,1,ball,,,,
초3,천재(함),2022,1,cat,,,,
초3,천재(함),2022,1,dog,,,,
초3,천재(함),2022,1,egg,,,,
초3,천재(함),2022,1,five,,,,
초3,천재(함),2022,1,game,,,,
초3,천재(함),2022,1,hat,,,,
초3,천재(함),2022,1,hello,,,,
초3,천재(함),2022,1,in,,,,
초3,천재(함),2022,1,jump,,,,
초3,천재(함),2022,1,king,,,,
초3,천재(함),2022,1,lion,,,,
초3,천재(함),2022,1,monkey,,,,
초3,천재(함),2022,1,nine,,,,
초3,천재(함),2022,1,orange,,,,
초3,천재(함),2022,1,pizza,,,,
초3,천재(함),2022,1,queen,,,,
초3,천재(함),2022,1,ring,,,,
초3,천재(함),2022,1,sit,,,,
초3,천재(함),2022,1,six,,,,
초3,천재(함),2022,1,ten,,,,
초3,천재(함),2022,1,up,,,,
초3,천재(함),2022,1,violin,,,,
초3,천재(함),2022,1,wind,,,,
초3,천재(함),2022,1,yellow,,,,
초3,천재(함),2022,1,zebra,,,,
초3,천재(함),2022,2,be,,,,
초3,천재(함),2022,2,bye,,,,
초3,천재(함),2022,2,fine,,,,
초3,천재(함),2022,2,how,,,,
초3,천재(함),2022,2,I,,,,
초3,천재(함),2022,2,you,,,,
초3,천재(함),2022,3,a,,,,
초3,천재(함),2022,3,bike,,,,
초3,천재(함),2022,3,cup,,,,
초3,천재(함),2022,3,doll,,,,
초3,천재(함),2022,3,it,,,,
초3,천재(함),2022,3,look,,,,
초3,천재(함),2022,3,nice,,,,
초3,천재(함),2022,3,robot,,,,
초3,천재(함),2022,3,that,,,,
초3,천재(함),2022,3,this,,,,
초3,천재(함),2022,3,what,,,,
초3,천재(함),2022,3,yes,,,,
초3,천재(함),2022,4,close,,,,
초3,천재(함),2022,4,come,,,,
초3,천재(함),2022,4,door,,,,
초3,천재(함),2022,4,down,,,,
초3,천재(함),2022,4,here,,,,
초3,천재(함),2022,4,okay,,,,
초3,천재(함),2022,4,open,,,,
초3,천재(함),2022,4,please,,,,
초3,천재(함),2022,4,stand,,,,
초3,천재(함),2022,4,thank,,,,
초3,천재(함),2022,4,the,,,,
초3,천재(함),2022,4,touch,,,,
초3,천재(함),2022,5,cow,,,,
초3,천재(함),2022,5,eight,,,,
초3,천재(함),2022,5,four,,,,
초3,천재(함),2022,5,many,,,,
초3,천재(함),2022,5,no,,,,
초3,천재(함),2022,5,one,,,,
초3,천재(함),2022,5,pig,,,,
초3,천재(함),2022,5,right,,,,
초3,천재(함),2022,5,seven,,,,
초3,천재(함),2022,5,three,,,,
초3,천재(함),2022,5,two,,,,
초3,천재(함),2022,6,at,,,,
초3,천재(함),2022,6,book,,,,
초3,천재(함),2022,6,brush,,,,
초3,천재(함),2022,6,do,,,,
초3,천재(함),2022,6,eraser,,,,
초3,천재(함),2022,6,great,,,,
초3,천재(함),2022,6,have,,,,
초3,천재(함),2022,6,not,,,,
초3,천재(함),2022,6,pen,,,,
초3,천재(함),2022,6,pencil,,,,
초3,천재(함),2022,6,tape,,,,
초3,천재(함),2022,7,black,,,,
초3,천재(함),2022,7,blue,,,,
초3,천재(함),2022,7,color,,,,
초3,천재(함),2022,7,flower,,,,
초3,천재(함),2022,7,green,,,,
초3,천재(함),2022,7,hand,,,,
초3,천재(함),2022,7,now,,,,
초3,천재(함),2022,7,pink,,,,
초3,천재(함),2022,7,red,,,,
초3,천재(함),2022,7,sorry,,,,
초3,천재(함),2022,7,use,,,,
초3,천재(함),2022,7,wash,,,,
초3,천재(함),2022,7,white,,,,
초3,천재(함),2022,8,and,,,,
초3,천재(함),2022,8,banana,,,,
초3,천재(함),2022,8,carrot,,,,
초3,천재(함),2022,8,chicken,,,,
초3,천재(함),2022,8,dad,,,,
초3,천재(함),2022,8,good,,,,
초3,천재(함),2022,8,juice,,,,
초3,천재(함),2022,8,like,,,,
초3,천재(함),2022,8,potato,,,,
초3,천재(함),2022,8,tomato,,,,
초3,천재(함),2022,9,big,,,,
초3,천재(함),2022,9,bird,,,,
초3,천재(함),2022,9,cheese,,,,
초3,천재(함),2022,9,elephant,,,,
초3,천재(함),2022,9,say,,,,
초3,천재(함),2022,9,small,,,,
초3,천재(함),2022,9,tall,,,,
초3,천재(함),2022,9,too,,,,
초3,천재(함),2022,9,tree,,,,
초3,천재(함),2022,9,very,,,,
초3,천재(함),2022,10,can,,,,
초3,천재(함),2022,10,dance,,,,
초3,천재(함),2022,10,go,,,,
초3,천재(함),2022,10,helmet,,,,
초3,천재(함),2022,10,high,,,,
초3,천재(함),2022,10,ready,,,,
초3,천재(함),2022,10,run,,,,
초3,천재(함),2022,10,sing,,,,
초3,천재(함),2022,10,skate,,,,
초3,천재(함),2022,10,swim,,,,
초3,천재(함),2022,11,brother,,,,
초3,천재(함),2022,11,for,,,,
초3,천재(함),2022,11,grandfather,,,,
초3,천재(함),2022,11,grandmother,,,,
초3,천재(함),2022,11,he,,,,
초3,천재(함),2022,11,mom,,,,
초3,천재(함),2022,11,pretty,,,,
초3,천재(함),2022,11,she,,,,
초3,천재(함),2022,11,sister,,,,
초3,천재(함),2022,11,who,,,,
초3,천재(함),2022,12,cap,,,,
